show_id,rating,duration,listed_in,score,votes,popularity
s355,R,105 min,"Action & Adventure, Comedies",4.3,4512,4.8
s356,R,118 min,"Dramas, Thrillers",7.3,238378,7.3
s357,PG-13,97 min,Action & Adventure,4.4,3070,4
s358,R,102 min,"Dramas, Independent Movies, Thrillers",5.4,26992,5.2
s359,PG-13,114 min,Thrillers,7.7,27185,7.3
s360,R,111 min,Stand-Up Comedy,7.8,19457,8
s361,PG-13,125 min,"Comedies, Romantic Movies",5.1,20553,5.3
s362,TV-14,3 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",7.6,24437,7.1
s363,TV-14,76 min,"Dramas, International Movies",4.4,11687,4.1
s364,R,118 min,"Action & Adventure, International Movies, Thrillers",6.4,25121,6.2
s365,TV-Y7,1 Season,"Kids' TV, TV Comedies",7.6,2151,8
s366,TV-14,103 min,"Dramas, Independent Movies, International Movies",5.7,29032,5.3
s367,TV-14,3 Seasons,"British TV Shows, International TV Shows, Reality TV",7.4,26511,7.5
s368,TV-14,114 min,"Documentaries, International Movies",5.3,7263,5.6
s369,TV-14,1 Season,"International TV Shows, Reality TV",4,2949,4.3
s370,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",6.8,1087,6.9
s371,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, Teen TV Shows",5.6,2454,6
s372,TV-14,95 min,"Dramas, Independent Movies, International Movies",4.6,12071,4.5
s373,TV-MA,138 min,"Action & Adventure, International Movies",4.9,29032,4.8
s374,TV-MA,112 min,"Action & Adventure, Comedies, International Movies",5.3,8638,5.4
s375,TV-PG,94 min,"Comedies, International Movies, Romantic Movies",7.3,11850,7.8
s376,TV-14,102 min,"Comedies, Romantic Movies",5.7,5955,6
s377,TV-Y7,1 Season,Anime Series,5.5,14186,5.4
s378,TV-MA,92 min,"Action & Adventure, International Movies",5.1,1237,4.6
s379,TV-14,81 min,Documentaries,4.5,18713,4.3
s380,TV-MA,1 Season,Reality TV,5.9,761,6
s381,TV-14,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",5.5,1661,5.9
s382,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",5.6,195,5.4
s383,TV-14,3 Seasons,"TV Dramas, Teen TV Shows",5,16428,4.6
s384,TV-MA,143 min,"Action & Adventure, International Movies",6.9,4704,7.4
s385,TV-14,86 min,Thrillers,3.9,883,3.6
s386,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",7.8,32396,7.7
s387,TV-Y,4 Seasons,Kids' TV,4.9,120,5.2
s388,TV-14,132 min,"Comedies, Dramas, International Movies",7.9,39063,7.8
s389,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",5.7,14411,5.3
s390,TV-MA,117 min,"Dramas, International Movies, Thrillers",7,15586,6.6
s391,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas",4.9,5779,5
s392,TV-MA,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",7.8,15784,8.1
s393,R,165 min,"Action & Adventure, Dramas",6.7,14796,7.1
s394,PG,91 min,"Children & Family Movies, Sports Movies",8,26334,7.5
s395,TV-MA,97 min,"Dramas, Independent Movies, International Movies",4.2,3004,4.6
s396,TV-MA,97 min,"Comedies, International Movies",4,320,4.5
s397,TV-MA,123 min,"Action & Adventure, Horror Movies, International Movies",6.1,48309,5.6
s398,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6.4,1569,6.2
s399,TV-MA,94 min,"Horror Movies, International Movies, Thrillers",5.1,24870,5.6
s400,TV-PG,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",5.3,26753,4.8
s401,TV-PG,1 Season,"Anime Series, Stand-Up Comedy & Talk Shows",7.1,27176,7.6
s402,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",6.5,8830,6.4
s403,TV-MA,111 min,"Dramas, Romantic Movies",6.7,17875,6.6
s404,TV-MA,2 Seasons,Docuseries,7.6,6449,7.9
s405,TV-MA,85 min,Documentaries,4.4,2778,4
s406,TV-Y,65 min,Children & Family Movies,5.8,12945,6.2
s407,TV-Y7,64 min,Children & Family Movies,7.4,12320,7.6
s408,TV-Y7,68 min,Children & Family Movies,6.3,19645,6.4
s409,TV-Y7,67 min,Children & Family Movies,7,15985,6.6
s410,TV-Y7,66 min,Children & Family Movies,4.3,14297,4
s411,TV-Y7,64 min,Children & Family Movies,4.5,17874,4.1
s412,TV-Y7,64 min,Children & Family Movies,4.4,11095,4.5
s413,TV-Y7,65 min,Children & Family Movies,7.4,5180,7.7
s414,TV-Y7,64 min,Children & Family Movies,6.9,20063,7.2
s415,TV-Y7,68 min,Children & Family Movies,6.3,27638,6
s416,TV-Y7,68 min,Children & Family Movies,7.6,6987,7.7
s417,TV-Y7,64 min,Children & Family Movies,5.4,21828,5.7
s418,TV-Y7,62 min,Children & Family Movies,6.9,6656,7
s419,TV-Y,63 min,Children & Family Movies,5.2,12602,5.3
s420,TV-Y7,69 min,"Children & Family Movies, Sports Movies",5,8996,5.4
s421,TV-Y7,70 min,Children & Family Movies,5.8,16938,6.2
s422,TV-Y7,63 min,Children & Family Movies,7.7,14917,7.4
s423,TV-Y7,68 min,Children & Family Movies,6.1,2203,6
s424,TV-Y7,74 min,Children & Family Movies,6,22434,6.3
s425,TV-Y7,68 min,Children & Family Movies,5.4,14158,5.2
s426,TV-14,5 Seasons,TV Dramas,5.8,25108,5.5
s427,TV-MA,99 min,Dramas,4.8,29600,5.2
s428,TV-14,90 min,"Comedies, International Movies",4.4,4725,4.8
s429,TV-G,87 min,"Anime Features, Children & Family Movies, International Movies",6.8,3909,6.5
s430,TV-14,105 min,"Dramas, International Movies, Thrillers",6.1,2505,5.6
s431,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",4.6,1161,4.5
s432,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",5.5,476,5.8
s433,TV-Y7,106 min,Children & Family Movies,6.6,4970,6.8
s434,TV-MA,102 min,"Comedies, Dramas, Independent Movies",4.3,13378,4.5
s435,TV-MA,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",4.9,18112,4.8
s436,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",7.6,3423,7.1
s437,TV-14,91 min,"Dramas, International Movies, Romantic Movies",5.9,10862,6.1
s438,R,88 min,Action & Adventure,5.2,28252,5.1
s439,TV-PG,107 min,"Dramas, International Movies, Romantic Movies",6.9,17900,6.5
s440,TV-MA,101 min,"Dramas, International Movies, Thrillers",4.8,1483,4.4
s441,TV-MA,3 Seasons,"Docuseries, Science & Nature TV",8,9221,8.4
s442,R,114 min,"Horror Movies, LGBTQ Movies",4.2,20820,4.6
s443,TV-Y7,1 Season,"Kids' TV, TV Comedies",5.1,8436,4.6
s444,R,123 min,"Comedies, International Movies",6.5,1650,6.7
s445,TV-14,1 Season,Docuseries,6.3,1323,5.8
s446,R,94 min,"Dramas, Independent Movies, Thrillers",4.7,1310,4.3
s447,PG-13,105 min,Dramas,4.9,4205,4.6
s448,PG-13,117 min,"Dramas, Romantic Movies",4,29230,3.6
s449,PG-13,115 min,"Dramas, Romantic Movies",4.7,11909,4.4
s450,PG-13,124 min,"Dramas, Romantic Movies",6.6,2904,6.6
s451,PG-13,131 min,"Dramas, Romantic Movies",8,20510,8.2
s452,PG-13,122 min,"Action & Adventure, Dramas, Romantic Movies",7.9,25061,8.1
s453,TV-PG,113 min,"Comedies, Dramas, International Movies",5.3,610,5
s454,TV-MA,2 Seasons,"Anime Series, International TV Shows",7.7,10086,8.1
s455,TV-MA,91 min,"Comedies, Cult Movies",4.1,17883,4.6
s456,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals",5.3,26538,5.7
s457,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.7,4239,7.8
s458,TV-PG,93 min,"Documentaries, International Movies, Sports Movies",6.7,26133,6.6
s459,TV-14,90 min,"Dramas, International Movies, Romantic Movies",5.7,320,6.2
s460,TV-14,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",5.7,5608,6.1
s461,PG,86 min,"Children & Family Movies, Comedies, Sports Movies",4,4402,4.2
s462,TV-14,100 min,"Comedies, Dramas, Independent Movies",7.7,26595,7.5
s463,TV-MA,96 min,Documentaries,5.1,4198,5.4
s464,TV-MA,95 min,"Horror Movies, International Movies",5.7,18171,6.2
s465,R,115 min,"Action & Adventure, Comedies",6,43839,5.6
s466,TV-MA,1 Season,"Crime TV Shows, Docuseries",6.1,30618,6.4
s467,TV-MA,1 Season,Reality TV,5.7,1236,6.1
s468,TV-MA,100 min,"Documentaries, International Movies",5.1,11777,5.3
s469,TV-MA,102 min,"Comedies, Dramas, International Movies",6.4,1726,6.6
s470,TV-MA,87 min,"Dramas, Independent Movies",7.8,21495,8
s471,TV-14,39 min,Movies,6.1,17550,6.4
s472,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies",5.3,20572,5.1
s473,TV-Y,1 Season,Kids' TV,4.8,266,4.9
s474,TV-MA,93 min,"Documentaries, Sports Movies",5.5,4961,5.6
s475,R,96 min,"Action & Adventure, Comedies",6.1,26662,6.2
s476,TV-MA,93 min,Stand-Up Comedy,6.8,8106,6.3
s477,TV-MA,93 min,"Comedies, Documentaries, International Movies",7.4,17167,7.7
s478,TV-14,4 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",7.5,4367,7
s479,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",6.8,9835,6.6
s480,R,111 min,Horror Movies,6.6,12308,6.2
s481,TV-14,105 min,"Comedies, Dramas, International Movies",4.9,25331,4.6
s482,TV-MA,101 min,"Action & Adventure, Dramas, International Movies",6.8,7074,6.9
s483,TV-MA,1 Season,Docuseries,7.4,8866,7.3
s484,TV-MA,102 min,"Dramas, International Movies, Romantic Movies",4.4,14771,4.2
s485,TV-G,46 min,Stand-Up Comedy,4.2,14815,4.6
s486,TV-14,89 min,Thrillers,6.9,1152,7
s487,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",7.3,19237,7.7
s488,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",7.4,3956,7.2
s489,TV-14,3 Seasons,"Romantic TV Shows, TV Dramas",4.6,8183,4.9
s490,TV-14,104 min,"Comedies, International Movies",4.7,4328,4.6
s491,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",5.9,2216,6.4
s492,PG-13,97 min,"Comedies, Dramas, Romantic Movies",4.6,27616,4.1
s493,PG-13,91 min,"Dramas, Romantic Movies",5,7153,4.8
s494,TV-MA,1 Season,"Anime Series, TV Horror, TV Thrillers",5.7,10700,5.4
s495,R,106 min,"Comedies, Music & Musicals",4,22001,3.9
s496,TV-MA,38 min,"Documentaries, International Movies",6.2,2647,5.9
s497,PG-13,90 min,"Action & Adventure, International Movies",6.4,1572,6.4
s498,TV-14,1 Season,Docuseries,6.4,304,6.5
s499,TV-MA,87 min,"Dramas, International Movies",5.2,17317,5.4
s500,TV-PG,2 Seasons,Docuseries,7.9,1295,7.4
s501,TV-MA,138 min,"Action & Adventure, International Movies",6.3,12216,6.4
s502,TV-MA,105 min,"Dramas, International Movies",4.7,21596,4.9
s503,TV-14,104 min,"Dramas, International Movies, Romantic Movies",7,19578,7.4
s504,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",7,4460,7.4
s505,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",5.7,466,6.1
s506,TV-PG,85 min,"Dramas, International Movies",4,16380,3.5
s507,TV-G,92 min,"International Movies, Romantic Movies",4.3,14392,4.4
s508,TV-14,108 min,"Comedies, International Movies",7.3,2150,7.2
s509,TV-MA,95 min,"Dramas, International Movies",6.2,1325,5.8
s510,TV-Y,3 Seasons,Kids' TV,8.4,904,8.8
s511,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",5.9,9252,5.4
s512,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",6.1,2081,6.5
s513,TV-Y7,4 Seasons,Kids' TV,7.3,5245,7.6
s514,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",7.3,36235,7.1
s515,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Comedies",7.2,9807,7.1
s516,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",7.2,16198,7.1
s517,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",7.6,4447,7.5
s518,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",7.5,3199,7.9
s519,TV-14,105 min,"Dramas, International Movies",7.8,4253,7.6
s520,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",7.4,4287,7.1
s521,TV-MA,2 Seasons,TV Comedies,7.9,12743,8.4
s522,TV-MA,5 Seasons,"International TV Shows, TV Comedies",8.2,18672,8.7
s523,TV-Y7,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",4.5,22080,4.4
s524,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",4.3,12694,4.7
s525,TV-MA,2 Seasons,"International TV Shows, TV Dramas",8.4,4238,7.9
s526,TV-Y,8 Seasons,Kids' TV,7.6,21074,7.8
s527,TV-MA,7 Seasons,"TV Comedies, TV Dramas",6.4,20999,6.3
s528,TV-Y,2 Seasons,Kids' TV,8.6,932,8.7
s529,TV-14,116 min,"Dramas, International Movies, Romantic Movies",5.6,7486,5.3
s530,TV-MA,124 min,"Dramas, International Movies",6.5,18151,6
s531,TV-G,2 Seasons,"Kids' TV, TV Comedies",3.1,1101,3.1
s532,TV-PG,101 min,"Dramas, International Movies",5,46,5.2
s533,TV-MA,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries",4.1,20733,4.5
s534,TV-14,3 Seasons,"International TV Shows, TV Dramas",8.6,7204,8.4
s535,TV-G,95 min,"Dramas, International Movies",6.8,185,6.4
s536,TV-Y,2 Seasons,"Kids' TV, TV Comedies",4.4,980,4.6
s537,TV-14,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV",8.3,1943,8.1
s538,TV-14,6 Seasons,"International TV Shows, Reality TV",7.8,992,8
s539,TV-PG,2 Seasons,"British TV Shows, International TV Shows, TV Dramas",5.4,2968,4.9
s540,TV-PG,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",6.5,4456,6.2
s541,TV-G,4 Seasons,"British TV Shows, Kids' TV",7.2,2501,7.7
s542,TV-14,128 min,"Comedies, Dramas, International Movies",8,12337,7.8
s543,TV-14,143 min,"Dramas, International Movies",5.6,13347,5.4
s544,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",7.8,17309,7.4
s545,TV-MA,5 Seasons,"International TV Shows, TV Comedies",4.7,22178,4.6
s546,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows",7.1,55,6.9
s547,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.4,638,7.3
s548,TV-Y7,1 Season,Kids' TV,3.7,760,3.2
s549,TV-14,17 Seasons,"Romantic TV Shows, TV Dramas",6.3,28525,6.1
s550,TV-14,1 Season,"International TV Shows, Reality TV",6.8,827,7.2
s551,R,107 min,"Horror Movies, LGBTQ Movies",7.1,3587,6.8
s552,TV-MA,136 min,"International Movies, Romantic Movies, Thrillers",6.9,26893,6.4
s553,TV-MA,94 min,"Comedies, International Movies",5.8,12468,5.5
s554,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",6.4,1492,6.6
s555,TV-MA,136 min,"Dramas, International Movies, Thrillers",5.6,17495,5.4
s556,R,126 min,"Action & Adventure, Cult Movies, International Movies",5.5,14201,5.1
s557,TV-14,116 min,"Horror Movies, International Movies, Thrillers",5.3,3471,5.1
s558,PG-13,100 min,"Horror Movies, Sci-Fi & Fantasy",5.4,9231,5.8
s559,R,115 min,Action & Adventure,4.6,5569,4.6
s560,R,125 min,Action & Adventure,4.6,24502,4.9
s561,PG-13,39 min,"Documentaries, Sports Movies",6.7,2395,6.6
s562,PG-13,94 min,"Action & Adventure, Comedies",7,20905,6.5
s563,PG-13,90 min,Comedies,4.2,11881,4.1
s564,PG-13,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",6.7,11860,7.1
s565,R,155 min,"Comedies, Dramas, Independent Movies",4.7,21404,5.1
s566,TV-G,1 Season,"International TV Shows, Kids' TV, TV Mysteries",7.4,11646,7.3
s567,PG-13,98 min,"Action & Adventure, Comedies",6.3,28097,6.2
s568,PG-13,108 min,"Action & Adventure, Thrillers",6.4,11948,6.3
s569,PG,96 min,"Children & Family Movies, Comedies",4.7,8782,5
s570,TV-14,117 min,"Dramas, International Movies, Romantic Movies",5.7,15055,6
s571,TV-14,118 min,"Action & Adventure, International Movies",4.7,2189,4.2
s572,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.4,2496,7.4
s573,PG-13,103 min,"Comedies, Dramas, International Movies",6.9,27347,7.1
s574,PG,94 min,"Children & Family Movies, Comedies",5.4,12056,5.8
s575,PG,93 min,"Children & Family Movies, Comedies",7.1,29482,7
s576,PG-13,115 min,"Comedies, Dramas, Romantic Movies",5.5,26441,5.8
s577,R,120 min,"Dramas, Faith & Spirituality, International Movies",5.4,1770,5.2
s578,TV-MA,1 Season,"International TV Shows, TV Comedies",8.1,1796,8.4
s579,PG-13,145 min,"Dramas, Romantic Movies",4.1,29085,3.6
s580,R,126 min,"Action & Adventure, Classic Movies, Comedies",4.1,27614,4.1
s581,TV-14,96 min,"Action & Adventure, Anime Features, International Movies",7.4,19077,7.5
s582,PG-13,101 min,"Action & Adventure, Sci-Fi & Fantasy",7.5,24373,7.7
s583,PG-13,118 min,"Comedies, Dramas",4.2,27090,4.6
s584,R,109 min,"Comedies, Romantic Movies",4.2,8114,3.8
s585,R,89 min,Comedies,5.2,9442,5.7
s586,PG-13,106 min,"Dramas, Romantic Movies",5.7,3625,5.6
s587,R,101 min,Horror Movies,5.9,16611,5.9
s588,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",4.6,14508,4.6
s589,TV-Y,1 Season,Kids' TV,6.1,24709,5.9
s590,R,101 min,"Dramas, International Movies",4.1,13082,3.7
s591,TV-Y7,3 Seasons,"Anime Series, Kids' TV",6.3,23257,6.1
s592,PG-13,123 min,"Dramas, Romantic Movies",5.2,24170,5.2
s593,R,106 min,"Comedies, Romantic Movies",7.7,18533,7.9
s594,PG,89 min,"Children & Family Movies, Comedies",6.8,6717,7.2
s595,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy",4.7,11004,4.9
s596,PG,85 min,"Children & Family Movies, Comedies",6.5,9079,6.9
s597,R,89 min,"Comedies, Dramas, Independent Movies",5.9,2766,5.7
s598,PG-13,108 min,"Action & Adventure, Comedies, Sports Movies",7.5,4632,7.5
s599,R,105 min,"Dramas, Thrillers",5.5,19184,5.3
s600,PG-13,133 min,Dramas,7.3,17179,7.2
s601,R,129 min,Thrillers,4,21220,4.5
s602,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies",5.3,21488,4.9
s603,PG,113 min,"Action & Adventure, Children & Family Movies, Dramas",5.1,14705,4.6
s604,PG,112 min,"Children & Family Movies, Dramas",6.7,23684,6.7
s605,R,130 min,Dramas,6.2,7911,6.6
s606,R,100 min,Action & Adventure,8,15174,7.6
s607,PG-13,103 min,"Dramas, International Movies",4.9,3670,4.7
s608,R,85 min,"Horror Movies, Thrillers",7.9,17827,8
s609,PG-13,124 min,Action & Adventure,6.7,14209,6.2
s610,PG-13,103 min,"Action & Adventure, Romantic Movies",6,243244,6.3
s611,R,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",0,0,-0.2
s612,R,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",4.9,8572,4.8
s613,R,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",7.4,13071,7.6
s614,TV-MA,112 min,"Dramas, International Movies, Thrillers",7.6,7965,7.7
s615,PG-13,114 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",4.9,4196,4.8
s616,R,116 min,"Dramas, Music & Musicals, Romantic Movies",7.7,25311,7.8
s617,R,110 min,Dramas,5.1,25577,5.5
s618,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",8.3,30076,8.1
s619,TV-MA,98 min,"Action & Adventure, Comedies",5.6,6488,5.4
s620,TV-14,98 min,"Dramas, International Movies",5.6,11587,5.1
s621,TV-MA,1 Season,Reality TV,5.2,26314,4.7
s622,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows",6.3,9941,5.8
s623,R,100 min,Thrillers,4.8,20637,4.7
s624,TV-MA,90 min,"Comedies, Dramas, International Movies",7.5,14260,7.4
s625,TV-MA,92 min,"Dramas, International Movies, Thrillers",5.2,1822,4.9
s626,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",7.1,1166,6.8
s627,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",6.8,5424,6.6
s628,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows",7.2,1436,7.2
s629,TV-Y,4 Seasons,Kids' TV,7.2,92,7.1
s630,TV-14,82 min,"Dramas, International Movies",6.8,4890,7.3
s631,R,97 min,Dramas,5,24695,5.1
s632,TV-14,5 Seasons,"Anime Series, International TV Shows",7.5,13289,7.5
s633,TV-14,90 min,"Comedies, International Movies",7.6,6029,7.4
s634,TV-MA,76 min,"Dramas, Independent Movies, International Movies",5.2,947,5
s635,TV-14,83 min,"Documentaries, International Movies",5.8,17443,5.4
s636,TV-MA,101 min,"Dramas, International Movies",4.5,3000,4.6
s637,PG-13,109 min,Action & Adventure,5.6,40567,5.2
s638,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",7.1,8895,7.6
s639,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",6,10896,5.9
s640,TV-14,1 Season,"Anime Series, International TV Shows",6.5,1721,6.6
s641,TV-MA,1 Season,"International TV Shows, TV Dramas",5.6,272,5.3
s642,PG,97 min,"Documentaries, Sports Movies",5.9,208,6.1
s643,TV-MA,2 Seasons,"International TV Shows, TV Dramas",7.7,6226,7.8
s644,R,87 min,Horror Movies,6.4,1673,6.9
s645,TV-MA,94 min,"Comedies, Romantic Movies",5.6,12284,5.9
s646,TV-14,89 min,"Documentaries, International Movies",6.5,2204,7
s647,TV-MA,88 min,"Comedies, International Movies, Music & Musicals",5.5,875,5.5
s648,TV-G,1 Season,"International TV Shows, Reality TV",7.5,704,7.1
s649,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows",4.7,12484,4.3
s650,TV-14,108 min,"Dramas, International Movies, Romantic Movies",6.9,1164,6.6
s651,TV-14,96 min,"Dramas, International Movies",8,19086,8
s652,TV-MA,84 min,"Comedies, Dramas, International Movies",5,29886,5.1
s653,TV-14,70 min,"Comedies, Dramas, International Movies",7.7,6374,7.4
s654,TV-MA,1 Season,"Docuseries, International TV Shows",6.9,1180,7.3
s655,TV-MA,125 min,"Comedies, Dramas, International Movies",7.9,26804,7.8
s656,TV-MA,119 min,"Comedies, Dramas, International Movies",7.7,23472,7.2
s657,TV-MA,105 min,"International Movies, Music & Musicals, Romantic Movies",6.1,18232,6.2
s658,TV-14,2 Seasons,"Reality TV, TV Action & Adventure, TV Mysteries",0,0,-0.1
